,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMT,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,V,VZ,WBA,WFC,WMT,XOM
11/28/2014,118.93,69.2,44.51,86.33,73.68,270.61,54.8,68.15,165.31,105.01,338.64,92.42,134.36,17.04,307.69,40.03,1160.19,359.08,59.05,148.69,53.97,100.6,169.7,69.59,57.04,83.2,66.07,142.12,27.64,91.36,108.87,,83.56,92.51,,80.9,63.75,36.17,15.73,77.7,178.18,145.36,26.49,100.32,33.43,541.83,549.08,188.41,99.4,99.07,162.17,37.25,108.25,60.16,,41.35,44.83,68.12,191.56,63.83,87.29,96.81,39.2,73.87,55.61,160.09,50.26,60.4,35.18,47.81,104.39,346.59,99.29,20.97,42.41,79.77,100.1,31.15,90.43,86.93,,72.9,110.08,81.21,85.95,47.43,180.8,35.38,74,129.29,54.42,98.63,116.77,109.92,44.2,258.19,50.59,68.61,54.48,87.54,90.54
10/31/2014,108,63.46,43.59,81.12,70.12,242.74,53.57,64.85,162.18,97.5,305.46,89.95,124.91,17.16,321.08,38.72,1206.21,341.11,58.19,140.16,53.53,101.41,158.39,66.88,55.35,82.77,72.15,133.37,24.47,85.81,119.95,,80.4,91.38,,82.15,64.06,36.59,14.09,74.99,167.4,139.76,25.81,112,31.4,559.08,567.87,189.99,97.52,96.12,164.4,34.01,107.78,60.48,,38.7,41.88,66.33,190.57,57.2,83.75,93.73,35.26,68.16,54.24,153.77,48.34,57.94,34.95,46.95,100.22,392.77,92.97,19.54,39.05,88.93,96.17,29.95,87.27,89.01,,78.51,107,75.56,98.66,46.36,179.21,34.84,61.82,117.57,49.66,95.01,116.45,104.91,42.6,241.43,50.25,64.22,53.09,76.27,96.71
9/30/2014,100.75,57.76,41.59,81.32,69.19,241.28,54.02,61.37,140.46,93.63,322.44,87.54,127.38,17.05,330.81,38.73,1158.58,328.32,51.18,138.14,51.82,99.03,151.37,65.22,53.78,81.62,76.52,125.32,25.17,79.59,119.32,,75.98,89.03,,74.77,62.58,34.09,14.79,79.04,161.45,127.09,25.62,106.45,31.94,577.36,588.41,183.57,91.74,93.12,189.83,34.82,106.59,60.24,,38.34,42.66,64.85,182.78,52.92,73.92,94.81,34.265,61.95,53.72,141.68,45.94,59.28,34.57,46.36,93.88,451.18,89.2,18.45,38.28,96.15,93.09,29.57,83.74,83.4,,74.77,105.6,75.46,101.69,43.65,164.42,35.24,62.68,121.7,47.69,86.25,108.42,98.29,41.83,213.37,49.99,59.27,51.87,76.47,94.05
8/29/2014,102.5,55.28,42.24,81.06,71.9,226.98,56.06,61.49,139.38,98.6,339.04,89.55,126.8,16.09,343.04,39.18,1244.31,330.53,50.65,137.25,51.65,109.07,156.87,64.73,54.72,82.06,81.22,121.08,24.99,79.45,129.45,,76.61,89.88,,73.99,64.02,33.42,17.41,74.82,147.88,123.25,25.98,107.56,34.8,571.6,582.36,179.11,93.5,95.23,192.3,34.92,103.73,59.45,,40.26,41.72,63.56,174,52.51,75.81,93.72,36.19,63.85,54.74,144,43.08,60.11,34.31,45.43,98.45,477.64,78.55,19.45,41.53,103.73,92.49,29.39,83.11,85.58,,76.1,107.98,77.81,109.64,44.4,170.03,34.96,60.07,120.21,48.18,86.68,105.27,97.33,42.28,212.52,49.82,60.52,51.44,75.5,99.46
7/31/2014,95.6,52.34,42.12,79.28,69.2499,214.26,51.98,58.45,127.39,94.39,312.99,88,120.48,15.25,334.39,39.04,1242.45,304.73,50.62,125.43,48.91,100.75,154.52,63.4,53.73,79.54,82.5,117.54,25.23,76.36,129.24,,73.88,85.88,,72.13,63.65,31.08,17.02,72.65,146.88,116.77,25.15,91.55,33.82,571.6,579.55,172.87,80.85,91.83,191.67,33.89,100.09,57.67,,35.98,39.29,61.06,166.97,47.85,74.15,94.56,36.0199,61.74,52.6,140.89,40.6,56.74,32.34,43.16,93.89,422.72,77.13,17.5,40.39,97.71,88.1,28.7,77.32,82.01,,73.72,105.15,77.68,108.39,43.29,168.19,35.59,59.59,121.5,46.25,81.05,98.31,97.09,42.03,211.01,50.42,68.77,50.9,73.58,98.94
6/30/2014,92.93,56.44,40.9,80.84,72.36,223.05,54.58,58.72,118.37,89.98,324.78,94.87,127.23,15.37,315.31,37.48,1203,319.6,48.51,126.56,47.1,108.67,158.38,68.18,53.68,82.6,85.73,115.16,24.85,75.37,130.55,,78.73,85.74,,74.19,66.36,36.48,17.24,67.29,151.38,116.55,26.28,82.91,36.3,575.28,584.67,167.44,80.96,92.95,181.27,30.9,104.62,57.62,,36.26,42.36,62.17,160.73,47.99,73.47,100.74,37.61,63.76,55.56,143.24,41.94,57.85,32.33,41.7,102.48,440.6,77.55,18.54,40.53,102.63,89.34,29.68,78.59,84.31,,79.2,115.45,77.38,117.95,45.38,166.28,35.36,57.95,118,47.79,81.75,99.75,102.66,43.32,210.71,48.93,74.13,52.56,75.07,100.68
5/30/2014,633,54.33,40.01,81.45,64.54,211.54,54.07,58.26,115.99,89.63,312.55,91.5,135.25,15.14,319.37,34.56,1278.63,304.9,49.74,128.34,47.57,102.23,143.14,68.4,52.2,78.89,79.94,116.02,24.62,78.32,122.79,,78.43,84.01,,71.08,66.73,36.83,16.44,63.3,144.16,118.12,26.79,81.21,34.58,559.89,571.65,159.81,80.23,93.15,184.36,27.32,101.46,55.57,,33.39,40.91,59.86,163.65,47.08,76.45,101.43,37.62,61.03,50.93,142.55,41.56,57.86,30.86,40.94,97.36,417.83,76.91,19,42.02,99.69,88.33,29.63,80.79,88.54,,80.45,116.22,73.24,104.04,43.78,166.46,35.47,56.76,116.91,46.98,79.63,199.27,103.88,42.19,214.83,49.96,71.91,50.78,76.77,100.53
4/30/2014,590.09,52.08,38.74,80.22,61.69,204.33,53.13,56.95,111.75,83.52,304.13,87.43,129.02,15.14,287.12,33.87,1157.75,301,50.09,128.85,47.91,105.4,135.53,67.3,51.76,73.9,74.31,115.68,23.11,72.72,125.52,,73.38,79.34,,74.49,68.18,35.03,16.15,59.78,136.25,109.45,26.89,78.49,34.48,526.66,534.88,159.82,79.51,92.9,196.47,26.69,101.29,55.98,,32.66,40.79,59.1,164.14,45.91,73.55,101.38,35.65,58.82,52.35,139.09,40.11,58.56,30.93,40.4,99.85,322.04,72.95,18.47,40.88,95.75,85.89,31.28,82.55,85.43,,78.71,118.33,70.62,101.55,45.83,173.2,35.7,61.75,114,45.45,75.04,190.43,98.5,40.78,202.61,46.73,67.9,49.64,79.71,102.41
3/31/2014,536.74,51.4,38.51,79.72,65.74,205.85,50.01,56.58,123.34,81.87,336.365,90.03,125.49,17.2,305.87,35.29,1191.89,314.48,51.95,124.97,47.6,99.37,123.2,64.87,50.04,77.16,70.35,111.68,22.415,74.86,118.91,,75,80.07,,71.22,66.8,33.56,15.6,60.24,132.56,108.92,25.89,70.86,34.42,,1114.51,163.85,79.13,92.76,192.49,25.814,98.23,60.71,,32.49,38.66,58.86,163.24,48.9,74.7,98.03,34.55,61.54,52.8,135.66,37.43,56.77,31.17,40.99,95.62,352.03,73.86,17.91,40.91,95.29,83.5,32.12,80.6,81.87,,78.86,116.84,73.38,97.5,43.94,164,35.07,60.51,120.24,47.16,81.99,187.66,97.38,42.86,215.86,47.57,66.03,49.74,76.43,97.68
2/28/2014,526.24,50.91,39.78,83.35,68.63,220.82,49.77,54.26,124.02,81.47,362.1,91.28,128.92,16.53,340.68,32,1348.84,304.84,53.77,115.78,48.63,96.97,126.77,62.83,51.69,73.43,66.5,116.8,21.8,73.14,115.33,,76.49,80.81,,70.88,65.26,30.41,15.39,68.46,133.33,109.54,25.47,82.79,36.2,,1215.65,166.45,82.03,94.44,185.17,24.76,92.12,56.82,,31.85,38.2,59.61,162.3,50.03,77.72,95.15,34.03,59.26,50.67,134.73,36.26,56.99,30.8,38.31,91.39,445.63,78.3,18.38,39.11,96.52,80.07,32.11,78.66,80.91,,75.29,117.02,70.96,93,42.35,161.29,31.93,62.54,124.54,44.96,77.27,180.38,95.77,41.14,225.94,47.58,67.95,46.42,74.7,96.27
1/31/2014,500.6,49.23,36.66,79.88,59.19,188.98,47.96,51.2,118.95,80.88,358.69,85.02,125.26,16.75,312.64,31.96,1144.89,300.47,49.97,111.6,47.43,93.91,137,61.23,54.45,70.61,64.95,112.36,21.91,67.72,111.63,,74.39,72.61,,70.62,65.94,29,14.96,62.57,133.32,101.31,25.13,80.65,36.08,,1180.97,164.12,76.85,91.23,176.68,24.54,88.47,55.36,,34.01,37.82,54.01,150.91,46.29,75.68,94.17,32.76,56.56,49.05,128.19,35.22,52.97,29.51,37.84,91.93,409.33,72.85,15.7,36.9,87.57,80.36,30.4,76.62,78.14,,74.22,114.02,71.12,87.57,41.24,154.84,33.32,56.64,115.14,42.4,72.28,174.24,95.23,39.73,215.43,48.02,57.35,45.34,74.68,92.16
12/31/2013,561.02,52.81,38.33,82.22,59.879,168,51.05,54.54,114.08,79.82,398.79,90.73,136.49,15.57,279.572,34.94,1162.4,316.47,53.15,118.56,52.11,90.81,136.76,65.21,51.965,76.61,70.65,119.02,22.43,71.57,124.91,,77.2,76.4,,69.01,70.18,27.39,15.43,54.649,143.77,95.55,28.03,75.1,40.87,,1120.71,177.26,82.34,91.37,187.57,25.955,91.59,58.48,,36,41.31,51,148.66,49.55,835.46,97.03,35.3,57.39,53.92,140.25,38.39,50.05,31.36,37.41,85.62,368.17,78.64,16.02,38.26,95.1,82.94,30.63,81.41,87.13,,74.25,113.8,78.39,90.11,41.11,152.16,35.16,63.27,111.35,43.91,75.3,168,105.08,40.4,222.68,49.14,57.44,45.4,78.69,101.2
11/29/2013,556.07,48.45,38.19,77.47,56.78,163.07,49.75,54.27,114.08,77.77,393.62,85.8,134.25,15.82,290.97,33.7,1192.33,302.75,51.38,116.53,52.92,84.6,135.1,65.81,49.87,71.63,72.8,125.43,21.25,66.96,122.44,,74.8,70.54,,69.96,66.99,26.91,17.08,47.01,138.7,91.66,26.66,74.81,38.73,,1059.59,168.94,80.67,88.51,179.68,23.84,94.66,57.22,,35.54,40.19,50.22,141.67,47.48,760.81,97.37,33.53,57.32,52.19,133.51,36.98,49.83,31.3,38.13,84.59,365.8,79.14,15.6,35.29,94.96,84.46,31.73,84.22,85.54,,73.58,110.86,81.46,88.42,40.63,149.85,35.21,63.93,100.85,43,74.48,162.04,102.38,39.22,203.46,49.62,59.2,44.02,81.01,93.48
10/31/2013,522.702,48.45,36.55,73.5,54.22,154.58,51.65,53.06,116.14,79.35,364.03,81.8,130.5,13.97,244.19,31.8,1053.83,300.81,52.52,115.09,48.78,83.36,134.04,64.73,47.6,68.67,73.33,118,22.56,62.26,119.96,,72.09,68.59,,71.73,66.97,28.54,17.11,50.205,131,86.63,26.14,71.175,36.95,,1030.58,160.86,77.89,86.73,179.21,24.47,92.61,51.54,,35.31,39.57,49.82,133.34,49.78,717.1,96.52,33.65,57.4,47.31,125.85,37.23,45.09,28.73,35.405,84.75,322.48,75.76,15.189,33.5,96.08,84.09,30.685,80.75,89.12,,69.49,106.25,81.05,93.72,40.91,154.55,36.2,64.79,97.78,42.085,68.26,151.4,98.24,37.36,196.67,50.51,59.24,42.69,76.75,89.62
9/30/2013,476.75,44.73,33.19,73.64,51.94,144,48.63,50.55,111.925,74.13,312.64,75.52,117.5,13.8,240.76,30.19,1010.95,270.62,46.28,113.51,48.51,83.4,134.76,59.3,45.115,68.74,69.51,115.17,23.431,56.75,121.5,,69.32,64.49,,66.78,64.7,29.64,16.87,50.23,114.11,87.52,23.89,62.87,35.97,,875.91,158.21,75.85,83.04,185.18,22.921,86.69,51.69,,35.57,37.88,50.33,127.55,47.61,672.78,96.21,31.421,53.25,46.95,119.41,34.35,47.609,26.95,33.28,80.16,309.21,72.64,15.56,33.17,93.54,79.5,28.725,75.59,86.59,,67.32,107.82,76.97,88.36,41.18,148.23,33.82,63.98,92.15,40.29,71.61,155.34,91.37,36.58,191.1,46.675,53.8,41.32,73.96,86.04
8/30/2013,487.216,42.61,33.33,72.25,45.75,135.18,46.46,47.92,108.94,69.49,280.98,71.91,103.92,14.12,213.02,29.74,938.53,260.32,41.69,111.22,48.33,82.54,121.42,57.77,42.09,64.55,66.3,111.87,23.31,58.05,120.43,,65.52,60.83,,65.6,60.37,30.49,16.19,41.294,107.36,83.25,23.14,60.27,34.08,,846.9,152.13,74.49,79.57,182.27,21.98,86.41,50.53,,37.93,38.18,51.4,122.42,45.82,606.08,94.36,30.67,51.75,46.19,113.58,33.88,47.29,25.76,33.4,80.36,283.91,62.82,14.75,31.86,88.21,79.73,28.21,77.89,83.44,,66.28,100.1,70.52,80.94,41.62,145.63,33.83,63.31,88.83,38.2,71.74,153.54,85.58,36.13,174.42,47.38,48.07,41.08,72.98,87.16
7/31/2013,452.53,45.48,36.63,73.81,47.28,134.27,45.51,50.98,108.29,70.79,301.22,73.77,105.1,14.6,218.13,31.45,875.67,281.96,43.24,115.87,52.14,82.91,125.74,59.87,45.08,69.02,64.86,117.42,25.59,61.49,125.89,,67.34,64.65,,71,61.37,30.59,16.88,36.8,106,85.34,24.37,61.4,35.87,,887.75,164.03,79.03,82.98,195.04,23.335,93.5,55.73,,37.76,40.08,53.11,120.12,44.58,610.61,98.08,31.27,55.24,48.42,117.43,35.06,48.17,27.21,31.84,86.61,244.484,62.92,14.435,32.35,89.05,83.54,29.23,80.3,89.18,,64.562,105.57,71.289,81.33,44.84,160.06,35.27,71.25,91.11,39.18,72.85,158.59,86.8,37.32,177.01,49.48,50.25,43.5,77.94,93.75
6/28/2013,396.53,41.34,34.88,71.96,45.56,126.22,44.7,48.12,98.66,73.17,277.69,74.76,102.44,12.86,215.2,28.05,826.67,256.85,44.69,111.92,47.97,82.49,123.85,57.29,41.75,62.81,60.5,110.57,24.335,57.18,118.34,,63.3,63.15,,67.5,54.54,30.88,15.47,24.88,98.58,78.33,23.19,51.27,33.31,,880.37,151.25,77.47,79.34,191.11,24.23,85.86,52.79,,38.15,40.11,49.12,108.46,40.9,574.5,99,28.53,51.47,45.76,109.35,34.99,46.45,24.43,34.545,81.48,211.09,63.68,14.04,30.71,89.23,81.79,28.01,76.99,86.62,,61.09,92.94,65.51,71.66,44.13,157.92,35.4,68.86,84.63,34.85,65.48,154.28,86.48,36.15,182.75,50.34,44.2,41.27,74.49,90.35
5/31/2013,449.735,42.69,36.67,82.11,42.91,123.29,44.46,48.24,100.53,77.84,269.2,75.71,99.02,13.66,237.49,30.06,803.93,279.2,46.01,114.07,51.99,85.8,112,57.84,40.165,60.93,61.34,109.631,24.115,57.58,122.75,,61.82,63.08,,66.93,57.46,31.34,15.68,24.348,96.34,77.1,23.32,54.48,33.89,,871.218,162.08,78.66,78.46,208.02,24.28,84.18,54.59,,37.98,39.99,53.16,105.83,42.11,570.25,96.57,29.475,51.01,44.21,110.27,36.1,46.7,25.9,34.9,75.62,226.25,61.66,14.47,33.78,92.07,80.77,27.23,76.76,90.91,,63.48,94.9,63.14,73.03,43.9,166.44,34.99,69.5,88.3,35.91,62.63,154.62,85.9,35.06,178.14,48.48,47.76,40.55,74.84,90.47
4/30/2013,442.78,46.05,36.92,81.44,45.08,105.73,41.42,49.26,104.21,83.99,253.81,68.41,91.41,12.31,218.93,28.22,695.99,266.5,39.72,106.32,46.66,84.67,100.74,119.41,41.3,57.78,60.45,108.43,20.92,58.18,122.01,,60.94,62.84,,75.2,55.51,37.51,13.71,27.769,94.01,73.96,22.29,50.64,30.84,,824.57,146.07,73.35,73.54,202.54,23.95,85.23,49.01,,39.1,42.33,55.38,99.09,38.42,552.93,102.14,31.45,46.68,38.99,104.71,36.51,47,22.15,33.1,82.03,216.07,63.6,13.77,32.78,89.26,82.47,29.07,76.77,95.59,,61.6,91.29,60.84,74.43,48.23,178.07,37.46,70.56,80.68,36.21,59.93,147.96,85.84,33.28,168.46,53.91,49.51,37.98,77.72,88.99
3/28/2013,442.66,40.78,35.32,75.97,43.515,92.11,38.82,49.07,102.51,76.92,266.49,67.46,85.85,12.18,192.618,27.99,688.162,256.88,41.19,104.2,44.24,86.97,104.18,118.03,41.98,54.95,60.1,106.11,20.895,54.99,118.82,,62.15,56.8,,72.59,55.87,34.48,13.15,25.58,98.2,70.51,23.12,48.94,27.82,,794.188,147.15,69.78,75.35,213.3,21.835,81.53,47.46,,38.68,40.44,56.79,96.52,37.92,541.13,99.69,30.615,46.96,38.02,106.31,34.39,44.2,21.98,28.605,77.68,189.28,59.01,12.83,32.33,78.37,79.11,28.86,77.06,92.71,,66.94,93.43,56.95,74.89,46.92,158.56,36.69,68.45,76.49,35.48,57.21,142.41,85.9,33.93,169.84,49.15,47.68,36.99,74.83,90.11
2/28/2013,441.4,36.92,33.79,74.36,39.31,85.16,38.01,46.02,91.55,77.6,264.27,62.15,76.9,11.23,166.34,27.14,689.114,239.75,36.97,102.16,41.97,92.37,86.39,114.43,39.79,51.03,57.95,101.29,20.855,51.12,117.15,,61.6,54.59,,69.25,56.7,30.99,12.61,27.25,105.43,67.97,23.22,42.72,27.15,,801.2,149.76,68.5,70.1,200.83,20.88,76.11,48.92,,37.07,38.72,54.66,88,38.15,517.82,95.9,27.64,44.96,35.44,104,33.55,42.73,22.55,27.8,71.87,188.08,54.46,12.66,34.24,82.33,75.77,27.37,76.18,91.75,,65.64,90.55,54.85,77.85,45.01,158.86,35.91,62.96,73.8,34.428,53.45,137.11,82.65,33.98,158.64,46.53,40.94,35.08,70.78,89.55
1/31/2013,455.49,,33.88,71.89,37.83,86.39,37.83,43.9,85.46,76.15,265.5,58.81,73.87,11.32,156.08,27.16,685.47,236.28,36.14,96.93,42.16,98.39,77.97,107.37,38.08,56.32,58,102.34,20.57,51.2,115.15,,59.93,53.88,,68.74,57.25,31.44,12.95,30.981,101.45,66.3,22.28,39.45,28.09,,755.69,147.86,66.92,68.24,203.07,21.04,73.92,47.05,,37.46,37.24,53.69,86.87,38.19,518.4,95.29,27.79,46.6,37.34,100.55,33.68,43.25,22.85,27.45,72.05,165.24,54.05,12.26,35.51,88.27,72.85,27.28,75.16,88.16,,66.02,87.57,56.12,78.05,44.23,160.18,34.79,60.41,72.14,33.08,55.21,131.46,79.29,33.1,157.91,43.61,39.96,34.83,69.95,89.97
12/31/2012,532.1729,,65.5,66.5,37.68,86,35.3,40.17,86.2,77.27,250.87,57.48,75.36,11.61,146.37,25.7,620.39,206.71,32.59,89.7,39.56,89.6085,76.24,104.54,37.36,57.93,57.99,98.73,19.6494,48.35,108.14,,55.9,49.79,,63.8,52.96,29.74,12.95,26.6197,91.72,69.27,20.99,73.45,28.83,,707.38,127.56,61.85,63.47,191.55,20.62,70.1,43.9691,,35.33,36.25,49.32,92.29,35.52,491.28,88.21,25.4532,41.02,32.94,92.85,31.44,40.94,19.12,26.7097,69.19,92.59,51.6,12.26,33.32,76.61,68.43,25.0793,67.89,83.64,,61.8596,82.01,53.63,69.2986,42.81,158.09,33.71,59.17,63.78,30.89,54.24,125.72,73.73,31.94,151.58,43.27,37.01,34.18,68.23,86.55
11/30/2012,585.28,,65,67.92,34.61,88.01,33.13,40.48,88.8,74.93,252.05,55.9,74.28,9.86,149.09,23.94,663.19,197.04,32.63,88.08,34.57,85.24,70.85,108.5,37.195,57.6,56.94,103.92,18.91,46.51,105.69,,53.97,49.66,,63.82,50.23,30.22,11.45,28,89.53,66.5,21.13,75,25.88,,698.37,117.79,65.07,61.33,190.07,19.565,69.73,41.08,,33.81,37.92,49.04,93.3,36.09,488.68,87.04,25.89,42.11,33.19,90.95,33.81,44.3,16.87,26.615,68.71,81.71,97.48,11.97,32.175,75.21,70.21,25.02,69.83,89.88,,63.62,80.11,51.87,71.62,43.55,152.13,34.13,63.13,63.55,29.47,54.39,122.78,73.11,32.26,149.71,44.12,33.91,33.01,72.02,88.14
10/31/2012,595.32,,65.5,67.41,34.025,85.95,34.93,39.98,86.49,75.29,232.8931,55.97,70.44,9.32,138.2122,24.71,573.77,189.68,33.25,86.35,37.39,84.81,77.41,104.96,37.525,60.17,57.85,98.43,17.145,46.4,110.2407,,51.73,49.12,,65.69,48.43,35.78,11.16,21.11,91.99,68.08,21.06,67.175,25.5,,680.2976,122.39,61.38,61.24,194.53,21.63,70.82,41.68,,34.71,37.18,48.63,93.67,32.38,460.93,86.8,26.55,41.58,35.49,87.6,31.8,45.63,17.38,28.54,70.06,79.2394,91.38,11.975,31.08,78.96,69.24,24.87,69.24,88.56,,58.61,78.16,45.9,69.53,46.84,152.21,34.59,63.75,61.06,28.09,56,123.03,73.25,33.21,138.76,44.64,35.23,33.69,75.02,91.17
9/28/2012,667.105,,68.56,70.03,32.435,85.16,32.79,39.61,84.29,71.39,254.32,56.86,69.595,8.83,149.21,22.62,619.07,178.3,33.75,88.2,32.72,86.04,75.06,107.22,35.745,57.01,57.18,100.16,19.095,48.42,116.56,,55.15,52.28,,64.79,48.27,35.58,9.86,21.66,84.62,66.12,22.71,66.33,22.75,,754.5,113.68,60.37,59.75,207.45,22.655,68.91,40.48,,35.52,37.93,47.41,93.38,30.24,451.48,91.75,41.35,43.12,34.46,92.42,33.39,45.095,16.74,29.76,70.33,54.44,94.91,13.34,31.46,86.06,70.77,24.85,69.36,89.94,,62.47,78.29,50.71,72.33,46.09,151.81,37.7,63.47,58.83,27.555,55.41,118.7,71.57,34.3,134.28,45.57,36.44,34.53,73.8,91.45
8/31/2012,665.24,,65.54,61.6,31.27,81.35,34.33,37.28,83.92,70.4,248.27,58.3,71.4,7.99,146.59,22.54,604.57,176.37,33.01,84.34,29.71,85.33,77.8,106.31,33.53,56.53,56.79,97.87,19.08,45.55,112.16,,53.57,49.47,,64.78,50.72,36.47,9.34,18.058,87.63,65.51,20.71,57.69,21.35,,685.09,105.72,56.75,58.45,194.85,24.83,67.43,37.14,,35.77,37.4,44.91,91.14,28.48,422.9,89.49,41.51,40.66,34.13,92.6,33.96,43.05,15,30.82,67.31,59.72,97.36,14.03,31.65,85.01,72.43,23.86,67.19,89.3,,61.46,79.85,49.61,72.38,45.33,158.7,36.64,64.09,57.35,29.04,54.3,121.44,73.81,33.41,128.25,42.94,35.76,34.03,72.6,87.3
7/31/2012,610.76,,66.31,60.3,30.88,77.83,31.27,34.3,82.6,72.31,233.3,57.71,73.91,7.34,145.83,21.28,661.74,170.26,35.6,84.84,27.13,84.21,76.92,107.36,32.55,56.49,54.44,96.18,15.95,45.25,109.58,,52.81,49.14,,67.78,47.77,39.12,9.24,21.71,90.3,63.44,20.75,54.33,19.71,,632.97,100.9,52.18,58.05,195.98,25.7,69.22,36,,35.81,80.8,44.03,89.27,25.37,436.57,89.36,39.71,39.42,30.77,91.23,35.97,44.17,13.66,29.47,70.9,56.85,93.35,13.54,30.2,87.03,72.73,24.04,64.54,91.44,,59.68,74.44,45.28,71.26,48.15,160.49,37.92,60.65,55.67,27.24,51.09,122.61,75.61,33.5,129.07,45.14,36.36,33.81,74.43,86.85
6/29/2012,584,,64.47,60.09,32.37,73.99,32.09,35.09,72.91,69.91,228.35,58.21,74.3,8.18,144.38,21.95,664.52,169.82,35.95,83.33,27.41,84.91,70.87,104.1,31.97,54.66,55.88,95,17.17,46.73,105.5,,52.08,48.5,,23.06,46.58,37.62,9.59,31.095,91.61,65.96,20.84,51.28,19.72,,580.07,95.86,52.99,55.84,195.58,26.65,67.56,35.73,,32.22,78.19,42.91,87.08,28.44,430.11,88.53,38.62,38.73,30.85,89.6,34.55,41.75,14.59,30.59,68.81,68.485,87.78,13.82,29.7,85.77,70.66,23,61.25,87.26,,55.68,75.53,53.32,64.91,46.3,155.66,35.66,58.19,51.91,28.69,58.5,119.31,78.76,32.16,123.63,44.44,29.58,33.44,69.72,85.57
5/31/2012,577.73,,61.79,57.1,31.05,71.29,29.18,33.94,69.52,64.88,212.91,55.83,69.61,7.35,130.75,20.36,625.49,170.8,33.34,79.36,26.51,87.62,62.7,98.3,28.91,51.37,52.16,86.39,16.33,44.94,98.31,,51.97,45.71,,21.98,46.77,36.98,10.56,,89.14,64.01,19.09,49.95,22.2,,580.86,95.7,49.34,55.66,192.9,25.84,62.43,33.15,,34.19,74.73,40.95,82.8,26.72,406.51,89.34,38.27,36.84,29.21,84.41,32.19,37.58,13.36,29.19,65.34,63.44,108.18,12.43,26.47,79.27,67.85,21.87,62.29,84.51,,57.31,74.11,54.89,63.25,45.91,147.52,34.17,57.91,50.48,28.48,55.77,111.4,74.94,31.11,115.2,41.64,30.52,32.05,65.82,78.63
4/30/2012,583.98,,62.06,64.95,33.55,75.36,34.03,33.33,71.11,65.58,231.9,60.21,76.8,8.11,134.01,23.65,760.82,191.58,33.37,80.45,33.045,102.77,60.47,98.94,30.345,55.48,71.63,88.18,20.155,44.62,106.56,,54.22,43.11,,21.43,52.54,39.01,11.28,,88.24,67.5,19.58,52.02,23,,604.85,115.15,51.79,60.66,207.08,28.395,65.1,42.98,,35.9,76.32,41.39,90.54,31.47,452.27,97.45,39.87,38.2,36.03,89.36,32.21,39.24,17.28,32.015,64.35,80.14,111.87,13,29.4,91.22,66,22.9,63.64,89.51,,63.83,81.64,57.37,74.14,45.94,155.6,32.91,57.94,55.65,31.94,56.15,112.44,78.14,32.17,122.98,40.38,35.06,33.415,58.91,86.34
3/30/2012,599.55,,61.29,64.5,34.31,67.06,30.83,32.92,67.97,63.02,202.51,57.86,74.37,9.57,126,24.13,717.5,204.9,33.75,81.15,36.55,106.52,63.45,97.78,30.01,55.74,76.01,90.8,21.15,44.8,107.21,,56,43.78,,21.01,52.18,39.21,12.475,,91.96,73.38,20.07,48.86,25.65,,641.24,124.37,50.31,61.05,208.65,28.115,65.96,45.98,,38.65,74.01,40.265,89.86,31.38,420.54,98.1,38.01,39.19,37.35,89.21,30.87,38.4,19.64,32.255,61.08,115.04,108.44,15.395,29.16,95.23,66.35,22.645,67.21,88.61,,68.06,82.94,55.89,69.93,44.93,145.68,31.23,58.27,56.38,33.61,58.94,107.48,80.72,31.68,118,38.23,33.49,34.14,61.2,86.73
2/29/2012,542.44,,56.61,59.54,32.89,58.32,29.22,31.43,68.01,62.58,179.69,52.89,74.95,7.97,116.47,22.11,627.02,199,32.17,78.45,33.32,114.21,63.41,93.18,29.405,50.6,76.55,86.06,19.88,45.1,109.12,,52.83,41.99,,20.92,50.31,39.07,12.38,,89.99,73.23,19.05,45.535,26.02,,618.25,115.14,47.57,59.57,196.73,26.88,65.08,39.24,,35.24,69.86,39.24,88.41,28.38,420,99.28,38.07,38.12,38.55,87.6,30.1,38.17,18.54,31.74,59.51,110.73,107.92,15.15,29.255,104.37,62.94,21.125,67.62,83.52,,62.18,83.87,48.56,77.61,44.19,135.48,30.59,56.69,56.62,33.35,55.75,110.25,76.99,29.4,116.37,38.11,33.16,31.29,59.08,86.5
